³¯Â¥,Á¾°¡,ÀüÀÏºñ,½Ã°¡,°í°¡,Àú°¡,°Å·¡·®
2000.06.01,315000.0,"»ó½Â  7,000",310000.0,320500.0,306000.0,1004689.0
2000.06.02,331000.0,"»ó½Â  16,000",334500.0,345000.0,325500.0,1687778.0
2000.06.05,337000.0,"»ó½Â  6,000",346000.0,349000.0,334000.0,960247.0
2000.06.07,340000.0,"»ó½Â  3,000",330000.0,349000.0,325500.0,1067336.0
2000.06.08,326500.0,"ÇÏ¶ô  13,500",333000.0,348000.0,326500.0,1171017.0
2000.06.09,351000.0,"»ó½Â  24,500",330000.0,352000.0,326500.0,1277296.0
2000.06.12,359500.0,"»ó½Â  8,500",360000.0,364000.0,351500.0,990305.0
2000.06.13,353000.0,"ÇÏ¶ô  6,500",353000.0,355000.0,343500.0,849970.0
2000.06.14,382000.0,"»ó½Â  29,000",361500.0,382000.0,354500.0,1260474.0
2000.06.15,350000.0,"ÇÏ¶ô  32,000",378000.0,378000.0,350000.0,1224547.0
2000.06.16,337000.0,"ÇÏ¶ô  13,000",345000.0,348000.0,335500.0,1329127.0
2000.06.19,335000.0,"ÇÏ¶ô  2,000",330000.0,347500.0,327500.0,1071256.0
2000.06.20,357000.0,"»ó½Â  22,000",347000.0,359000.0,341500.0,1195878.0
2000.06.21,354000.0,"ÇÏ¶ô  3,000",365000.0,369000.0,353500.0,751795.0
2000.06.22,352000.0,"ÇÏ¶ô  2,000",362000.0,363500.0,348000.0,672733.0
2000.06.23,350000.0,"ÇÏ¶ô  2,000",349000.0,350500.0,343000.0,584323.0
2000.06.26,360500.0,"»ó½Â  10,500",355000.0,368000.0,349500.0,799690.0
2000.06.27,365500.0,"»ó½Â  5,000",366000.0,372000.0,359500.0,910783.0
2000.06.28,376000.0,"»ó½Â  10,500",361000.0,377000.0,361000.0,945903.0
2000.06.29,374500.0,"ÇÏ¶ô  1,500",380000.0,387000.0,369000.0,1222497.0
2000.06.30,369000.0,"ÇÏ¶ô  5,500",372000.0,377000.0,364500.0,705080.0
2000.07.03,375000.0,"»ó½Â  6,000",372000.0,377500.0,371000.0,519515.0
2000.07.04,367500.0,"ÇÏ¶ô  7,500",380000.0,381000.0,367500.0,656229.0
2000.07.05,371500.0,"»ó½Â  4,000",369500.0,376000.0,367500.0,497988.0
2000.07.06,365000.0,"ÇÏ¶ô  6,500",362000.0,367500.0,359000.0,1206852.0
2000.07.07,368000.0,"»ó½Â  3,000",367000.0,373000.0,361500.0,811625.0
2000.07.12,382000.0,"»ó½Â  14,000",376000.0,383000.0,373000.0,802868.0
2000.07.13,388000.0,"»ó½Â  6,000",385000.0,394000.0,378500.0,976116.0
2000.07.14,377500.0,"ÇÏ¶ô  10,500",389000.0,392000.0,377000.0,608514.0
2000.07.18,373000.0,"ÇÏ¶ô  4,500",377500.0,381000.0,372000.0,392106.0
2000.07.19,360000.0,"ÇÏ¶ô  13,000",368000.0,369500.0,357000.0,801065.0
2000.07.20,345000.0,"ÇÏ¶ô  15,000",353000.0,355500.0,342000.0,806380.0
2000.07.21,346000.0,"»ó½Â  1,000",348000.0,352500.0,338000.0,967901.0
2000.07.24,319000.0,"ÇÏ¶ô  27,000",332000.0,337000.0,318000.0,980364.0
2000.07.25,314000.0,"ÇÏ¶ô  5,000",315500.0,320000.0,306000.0,1134767.0
2000.07.26,327500.0,"»ó½Â  13,500",320000.0,329000.0,318000.0,1094925.0
2000.07.27,311500.0,"ÇÏ¶ô  16,000",311000.0,318000.0,305000.0,870865.0
2000.07.28,286500.0,"ÇÏ¶ô  25,000",290000.0,295500.0,285500.0,1660739.0
2000.07.31,295000.0,"»ó½Â  8,500",286500.0,295500.0,277500.0,932312.0
2000.08.01,311000.0,"»ó½Â  16,000",298000.0,313500.0,293500.0,1062466.0
2000.08.02,303500.0,"ÇÏ¶ô  7,500",305000.0,308500.0,296500.0,743825.0
2000.08.03,301500.0,"ÇÏ¶ô  2,000",309000.0,309000.0,298500.0,556342.0
2000.08.04,296000.0,"ÇÏ¶ô  5,500",296500.0,300500.0,292500.0,472137.0
2000.08.07,279000.0,"ÇÏ¶ô  17,000",287000.0,288500.0,279000.0,575355.0
2000.08.08,279000.0,º¸ÇÕ0,283000.0,287500.0,278500.0,669550.0
2000.08.09,300000.0,"»ó½Â  21,000",284000.0,302000.0,284000.0,791495.0
2000.08.10,308000.0,"»ó½Â  8,000",300000.0,308000.0,293000.0,816612.0
2000.08.11,298000.0,"ÇÏ¶ô  10,000",300000.0,303500.0,294000.0,676890.0
2000.08.14,301000.0,"»ó½Â  3,000",303000.0,308000.0,300000.0,474664.0
2000.08.16,321000.0,"»ó½Â  20,000",325000.0,326500.0,316500.0,1038360.0
2000.08.17,322000.0,"»ó½Â  1,000",324000.0,328000.0,317000.0,726926.0
2000.08.18,310000.0,"ÇÏ¶ô  12,000",325000.0,326000.0,310000.0,427433.0
2000.08.21,313500.0,"»ó½Â  3,500",310000.0,317000.0,309500.0,419000.0
2000.08.22,323000.0,"»ó½Â  9,500",313000.0,323500.0,312000.0,554252.0
2000.08.23,309500.0,"ÇÏ¶ô  13,500",322500.0,322500.0,308000.0,558191.0
2000.08.24,311000.0,"»ó½Â  1,500",313000.0,315000.0,305000.0,634031.0
2000.08.25,320000.0,"»ó½Â  9,000",309000.0,320000.0,305500.0,439289.0
2000.08.28,316500.0,"ÇÏ¶ô  3,500",317000.0,319000.0,313000.0,352697.0
2000.08.29,311000.0,"ÇÏ¶ô  5,500",316000.0,319000.0,308000.0,335311.0
2000.08.30,301500.0,"ÇÏ¶ô  9,500",307000.0,309500.0,301000.0,474778.0
2000.08.31,273500.0,"ÇÏ¶ô  28,000",295000.0,295000.0,269000.0,2282425.0
2000.09.01,277000.0,"»ó½Â  3,500",277000.0,280000.0,271000.0,999150.0
2000.09.04,267000.0,"ÇÏ¶ô  10,000",272000.0,277500.0,265500.0,572580.0
2000.09.05,257500.0,"ÇÏ¶ô  9,500",263000.0,267000.0,251500.0,1595388.0
2000.09.06,257500.0,º¸ÇÕ0,260000.0,264000.0,254500.0,1062450.0
2000.09.07,239500.0,"ÇÏ¶ô  18,000",247000.0,249000.0,238000.0,1678143.0
2000.09.08,244000.0,"»ó½Â  4,500",245000.0,246500.0,239500.0,1143428.0
2000.09.14,235500.0,"ÇÏ¶ô  8,500",230000.0,235500.0,222000.0,2122625.0
2000.09.15,217500.0,"ÇÏ¶ô  18,000",225000.0,231000.0,215000.0,1653972.0
2000.09.18,198500.0,"ÇÏ¶ô  19,000",200500.0,206000.0,185000.0,2926173.0
2000.09.19,208000.0,"»ó½Â  9,500",199500.0,218500.0,195000.0,2010503.0
2000.09.20,230000.0,"»ó½Â  22,000",230000.0,233000.0,223000.0,2068299.0
2000.09.21,220000.0,"ÇÏ¶ô  10,000",229500.0,233000.0,216000.0,1308910.0
2000.09.22,190000.0,"ÇÏ¶ô  30,000",192000.0,202500.0,189000.0,2065320.0
2000.09.25,204500.0,"»ó½Â  14,500",194000.0,205500.0,192000.0,1319773.0
2000.09.26,200000.0,"ÇÏ¶ô  4,500",195000.0,202000.0,195000.0,1168610.0
2000.09.27,201500.0,"»ó½Â  1,500",200000.0,205000.0,198000.0,1395909.0
2000.09.28,203000.0,"»ó½Â  1,500",205000.0,209500.0,201500.0,1049400.0
2000.09.29,202000.0,"ÇÏ¶ô  1,000",206000.0,206000.0,197000.0,1150741.0
2000.10.02,190500.0,"ÇÏ¶ô  11,500",192000.0,194000.0,188000.0,822417.0
2000.10.04,194500.0,"»ó½Â  4,000",185000.0,197500.0,179500.0,1652739.0
2000.10.05,197000.0,"»ó½Â  2,500",201000.0,204000.0,197000.0,1254995.0
2000.10.06,195000.0,"ÇÏ¶ô  2,000",190000.0,195000.0,188000.0,1098710.0
2000.10.09,184500.0,"ÇÏ¶ô  10,500",191000.0,192000.0,184000.0,1263995.0
2000.10.10,183000.0,"ÇÏ¶ô  1,500",185000.0,190500.0,179500.0,1242900.0
2000.10.11,161000.0,"ÇÏ¶ô  22,000",172500.0,173000.0,160500.0,2072111.0
2000.10.12,157000.0,"ÇÏ¶ô  4,000",157000.0,164000.0,157000.0,1590749.0
2000.10.13,151500.0,"ÇÏ¶ô  5,500",150000.0,154500.0,141500.0,2305962.0
2000.10.16,158000.0,"»ó½Â  6,500",165000.0,169000.0,156500.0,2326392.0
2000.10.17,137000.0,"ÇÏ¶ô  21,000",149000.0,154000.0,136500.0,1306045.0
2000.10.18,136500.0,ÇÏ¶ô  500,127000.0,138000.0,121000.0,3284311.0
2000.10.19,145000.0,"»ó½Â  8,500",136500.0,152500.0,134500.0,2754409.0
2000.10.20,166500.0,"»ó½Â  21,500",162000.0,166500.0,159500.0,2376542.0
2000.10.23,160000.0,"ÇÏ¶ô  6,500",174500.0,176000.0,158000.0,2799260.0
2000.10.24,167000.0,"»ó½Â  7,000",159000.0,171000.0,155000.0,1942318.0
2000.10.25,160500.0,"ÇÏ¶ô  6,500",160000.0,163000.0,156500.0,1374694.0
2000.10.26,144500.0,"ÇÏ¶ô  16,000",146500.0,151500.0,137000.0,2665890.0
2000.10.27,142000.0,"ÇÏ¶ô  2,500",148000.0,151000.0,142000.0,1463360.0
2000.10.30,137500.0,"ÇÏ¶ô  4,500",140000.0,144000.0,136000.0,736657.0
2000.10.31,142500.0,"»ó½Â  5,000",137500.0,142500.0,131500.0,1263847.0
2000.11.01,163000.0,"»ó½Â  20,500",150000.0,163500.0,148000.0,1883300.0
2000.11.02,166000.0,"»ó½Â  3,000",160000.0,171500.0,158500.0,2463636.0
2000.11.03,172000.0,"»ó½Â  6,000",171000.0,173500.0,168500.0,1608435.0
2000.11.06,175500.0,"»ó½Â  3,500",173000.0,183500.0,169000.0,1437330.0
2000.11.07,172000.0,"ÇÏ¶ô  3,500",173000.0,177500.0,169000.0,1074804.0
2000.11.08,170500.0,"ÇÏ¶ô  1,500",170000.0,173000.0,164000.0,1164384.0
2000.11.09,170000.0,ÇÏ¶ô  500,165000.0,171500.0,163000.0,1046171.0
2000.11.10,169000.0,"ÇÏ¶ô  1,000",168000.0,172000.0,166000.0,702840.0
2000.11.13,157500.0,"ÇÏ¶ô  11,500",161000.0,163000.0,155000.0,1021457.0
2000.11.14,164500.0,"»ó½Â  7,000",160500.0,166000.0,160500.0,635154.0
2000.11.15,169500.0,"»ó½Â  5,000",172500.0,173000.0,166000.0,1114464.0
2000.11.16,164000.0,"ÇÏ¶ô  5,500",170000.0,171000.0,162500.0,748446.0
2000.11.17,161000.0,"ÇÏ¶ô  3,000",159000.0,161500.0,157500.0,724553.0
2000.11.20,155000.0,"ÇÏ¶ô  6,000",158000.0,160500.0,155000.0,535981.0
2000.11.21,158000.0,"»ó½Â  3,000",154000.0,158500.0,148500.0,1032456.0
2000.11.22,157000.0,"ÇÏ¶ô  1,000",155000.0,161000.0,154000.0,754289.0
2000.11.23,160500.0,"»ó½Â  3,500",157000.0,163000.0,157000.0,892960.0
2000.11.24,170000.0,"»ó½Â  9,500",165500.0,170000.0,163500.0,910673.0
2000.11.27,189000.0,"»ó½Â  19,000",180000.0,190000.0,178500.0,2004446.0
2000.11.28,176000.0,"ÇÏ¶ô  13,000",182500.0,182500.0,175000.0,1195439.0
2000.11.29,161000.0,"ÇÏ¶ô  15,000",165000.0,167500.0,160000.0,1086068.0
2000.11.30,162000.0,"»ó½Â  1,000",161000.0,164500.0,157500.0,1266322.0
2000.12.01,159000.0,"ÇÏ¶ô  3,000",154000.0,161000.0,152000.0,1928557.0
2000.12.04,155000.0,"ÇÏ¶ô  4,000",161000.0,162500.0,154000.0,1037540.0
2000.12.05,162000.0,"»ó½Â  7,000",158000.0,162500.0,156000.0,1168095.0
2000.12.06,160500.0,"ÇÏ¶ô  1,500",170500.0,171500.0,160500.0,1917834.0
2000.12.07,163000.0,"»ó½Â  2,500",160500.0,163000.0,158000.0,860422.0
2000.12.08,168500.0,"»ó½Â  5,500",163000.0,169500.0,163000.0,951501.0
2000.12.11,179000.0,"»ó½Â  10,500",174000.0,181500.0,174000.0,1411583.0
2000.12.12,175000.0,"ÇÏ¶ô  4,000",179000.0,182500.0,175000.0,1474958.0
2000.12.13,189000.0,"»ó½Â  14,000",175000.0,189000.0,175000.0,1682889.0
2000.12.14,181000.0,"ÇÏ¶ô  8,000",181000.0,184000.0,178000.0,1339386.0
2000.12.15,174500.0,"ÇÏ¶ô  6,500",181000.0,182000.0,174000.0,1059217.0
2000.12.18,178000.0,"»ó½Â  3,500",175000.0,179500.0,174500.0,687058.0
2000.12.19,176500.0,"ÇÏ¶ô  1,500",178000.0,178500.0,175500.0,508982.0
2000.12.20,167000.0,"ÇÏ¶ô  9,500",171000.0,172500.0,166000.0,1073576.0
2000.12.21,162000.0,"ÇÏ¶ô  5,000",156000.0,165000.0,153500.0,1532573.0
2000.12.22,157000.0,"ÇÏ¶ô  5,000",162000.0,165000.0,156500.0,1275258.0
2000.12.26,158000.0,"»ó½Â  1,000",161500.0,162000.0,158000.0,1208632.0
2001.01.02,167500.0,"»ó½Â  9,500",158000.0,169000.0,157000.0,789127.0
2001.01.03,168500.0,"»ó½Â  1,000",161500.0,171000.0,161000.0,757143.0
2001.01.04,189000.0,"»ó½Â  20,500",189500.0,193500.0,183000.0,2398248.0
2001.01.05,195000.0,"»ó½Â  6,000",188000.0,196000.0,185000.0,1562744.0
2001.01.08,194000.0,"ÇÏ¶ô  1,000",191000.0,195500.0,189000.0,845911.0
2001.01.09,192000.0,"ÇÏ¶ô  2,000",191500.0,193000.0,185500.0,925608.0
2001.01.10,185500.0,"ÇÏ¶ô  6,500",189000.0,190500.0,185000.0,824777.0
2001.01.11,182000.0,"ÇÏ¶ô  3,500",189500.0,189500.0,182000.0,628239.0
2001.01.12,192000.0,"»ó½Â  10,000",190000.0,194500.0,188500.0,1058060.0
2001.01.15,196000.0,"»ó½Â  4,000",193000.0,201000.0,192000.0,1029275.0
2001.01.16,207000.0,"»ó½Â  11,000",198000.0,210000.0,192500.0,1041389.0
2001.01.17,211000.0,"»ó½Â  4,000",203000.0,212000.0,203000.0,1051459.0
2001.01.18,220000.0,"»ó½Â  9,000",212000.0,226500.0,212000.0,1153718.0
2001.01.19,230000.0,"»ó½Â  10,000",235000.0,235000.0,226000.0,1084940.0
2001.01.22,227500.0,"ÇÏ¶ô  2,500",230000.0,230000.0,223500.0,845034.0
2001.01.26,199000.0,"ÇÏ¶ô  28,500",222500.0,224000.0,198500.0,1820526.0
2001.01.29,201000.0,"»ó½Â  2,000",200000.0,205000.0,198000.0,944935.0
2001.01.30,205500.0,"»ó½Â  4,500",205000.0,208500.0,203500.0,787000.0
2001.01.31,220000.0,"»ó½Â  14,500",204500.0,220000.0,204500.0,1060930.0
2001.02.01,213500.0,"ÇÏ¶ô  6,500",213500.0,221000.0,209500.0,794640.0
2001.02.02,214500.0,"»ó½Â  1,000",214500.0,219500.0,211000.0,546604.0
2001.02.05,201500.0,"ÇÏ¶ô  13,000",208500.0,210000.0,199500.0,942754.0
2001.02.06,200500.0,"ÇÏ¶ô  1,000",199000.0,201000.0,195500.0,630966.0
2001.02.07,195000.0,"ÇÏ¶ô  5,500",198000.0,199500.0,195000.0,462650.0
2001.02.08,203000.0,"»ó½Â  8,000",196000.0,203000.0,194500.0,693756.0
2001.02.09,203500.0,»ó½Â  500,202000.0,205000.0,199000.0,504637.0
2001.02.12,198500.0,"ÇÏ¶ô  5,000",192000.0,202500.0,192000.0,722293.0
2001.02.13,199000.0,»ó½Â  500,202000.0,205000.0,198500.0,445953.0
2001.02.14,199000.0,º¸ÇÕ0,196000.0,202000.0,195000.0,394201.0
2001.02.15,206500.0,"»ó½Â  7,500",210000.0,210500.0,205000.0,698680.0
2001.02.16,212500.0,"»ó½Â  6,000",207500.0,215500.0,206500.0,927555.0
2001.02.19,209500.0,"ÇÏ¶ô  3,000",209000.0,210500.0,205000.0,457630.0
2001.02.20,212000.0,"»ó½Â  2,500",209500.0,214000.0,209000.0,363573.0
2001.02.21,208000.0,"ÇÏ¶ô  4,000",208000.0,210000.0,207000.0,390024.0
2001.02.22,200500.0,"ÇÏ¶ô  7,500",204000.0,205000.0,197000.0,872169.0
2001.02.23,192000.0,"ÇÏ¶ô  8,500",196000.0,198500.0,191500.0,1537164.0
2001.02.26,192000.0,º¸ÇÕ0,192500.0,193000.0,189000.0,713378.0
2001.02.27,189500.0,"ÇÏ¶ô  2,500",192000.0,197000.0,189500.0,773982.0
2001.02.28,187000.0,"ÇÏ¶ô  2,500",185000.0,189000.0,185000.0,574345.0
2001.03.02,180500.0,"ÇÏ¶ô  6,500",185000.0,185000.0,179000.0,890062.0
2001.03.05,186000.0,"»ó½Â  5,500",176500.0,186000.0,176500.0,492456.0
2001.03.06,190000.0,"»ó½Â  4,000",191000.0,192500.0,188000.0,510082.0
2001.03.07,200000.0,"»ó½Â  10,000",198000.0,200500.0,195000.0,1052875.0
2001.03.08,200500.0,»ó½Â  500,197500.0,200500.0,195500.0,627296.0
2001.03.09,192000.0,"ÇÏ¶ô  8,500",197000.0,197000.0,191000.0,614474.0
2001.03.12,183500.0,"ÇÏ¶ô  8,500",185000.0,188000.0,182500.0,772211.0
2001.03.13,182000.0,"ÇÏ¶ô  1,500",178500.0,182500.0,177000.0,676313.0
2001.03.14,195000.0,"»ó½Â  13,000",189500.0,195500.0,189000.0,785725.0
2001.03.15,196000.0,"»ó½Â  1,000",189500.0,196500.0,188000.0,587410.0
2001.03.16,194500.0,"ÇÏ¶ô  1,500",194000.0,196000.0,191500.0,466356.0
2001.03.19,190000.0,"ÇÏ¶ô  4,500",190500.0,194000.0,188500.0,497387.0
2001.03.20,191000.0,"»ó½Â  1,000",195000.0,196000.0,191000.0,429195.0
2001.03.21,193500.0,"»ó½Â  2,500",186000.0,195000.0,185000.0,811004.0
2001.03.22,199000.0,"»ó½Â  5,500",199000.0,199500.0,196000.0,749337.0
2001.03.23,215000.0,"»ó½Â  16,000",204500.0,218500.0,204000.0,1835148.0
2001.03.26,217000.0,"»ó½Â  2,000",220000.0,221500.0,217000.0,857488.0
2001.03.27,207500.0,"ÇÏ¶ô  9,500",215000.0,215500.0,206000.0,626950.0
2001.03.28,207500.0,º¸ÇÕ0,213000.0,213000.0,207500.0,521567.0
2001.03.29,204500.0,"ÇÏ¶ô  3,000",204500.0,209000.0,202000.0,598422.0
2001.03.30,208000.0,"»ó½Â  3,500",205500.0,208500.0,202000.0,602077.0
2001.04.02,199500.0,"ÇÏ¶ô  8,500",202000.0,205000.0,198000.0,782843.0
2001.04.03,190000.0,"ÇÏ¶ô  9,500",190500.0,193500.0,189500.0,921494.0
2001.04.04,183000.0,"ÇÏ¶ô  7,000",185000.0,187000.0,181500.0,1245631.0
2001.04.06,192000.0,"»ó½Â  9,000",198000.0,198000.0,189000.0,1705837.0
2001.04.09,185500.0,"ÇÏ¶ô  6,500",189500.0,190500.0,185500.0,516809.0
2001.04.10,182000.0,"ÇÏ¶ô  3,500",185500.0,187000.0,180500.0,783590.0
2001.04.11,186000.0,"»ó½Â  4,000",189000.0,190000.0,186000.0,890351.0
2001.04.12,200500.0,"»ó½Â  14,500",197000.0,204500.0,195000.0,1473266.0
2001.04.13,203000.0,"»ó½Â  2,500",205000.0,207500.0,201500.0,776811.0
2001.04.16,197000.0,"ÇÏ¶ô  6,000",203000.0,204000.0,197000.0,204097.0
2001.04.17,198500.0,"»ó½Â  1,500",196000.0,201000.0,192500.0,336359.0
2001.04.18,214000.0,"»ó½Â  15,500",205500.0,214000.0,203500.0,955879.0
2001.04.19,235000.0,"»ó½Â  21,000",231000.0,246000.0,229000.0,2626128.0
2001.04.20,224500.0,"ÇÏ¶ô  10,500",236000.0,239000.0,224500.0,898176.0
2001.04.23,227000.0,"»ó½Â  2,500",224500.0,230500.0,223500.0,635721.0
2001.04.24,220000.0,"ÇÏ¶ô  7,000",220500.0,221000.0,216500.0,623792.0
2001.04.25,226000.0,"»ó½Â  6,000",217000.0,226000.0,216000.0,526949.0
2001.04.26,223500.0,"ÇÏ¶ô  2,500",230000.0,230000.0,222500.0,784235.0
2001.04.27,217000.0,"ÇÏ¶ô  6,500",220500.0,222500.0,215500.0,433980.0
2001.04.30,229000.0,"»ó½Â  12,000",223000.0,231000.0,220500.0,764571.0
2001.05.02,229000.0,º¸ÇÕ0,235000.0,235000.0,227000.0,730267.0
2001.05.03,230000.0,"»ó½Â  1,000",231000.0,231000.0,224500.0,517991.0
2001.05.04,223000.0,"ÇÏ¶ô  7,000",220500.0,225500.0,220500.0,656127.0
2001.05.07,230000.0,"»ó½Â  7,000",225000.0,231500.0,224000.0,358957.0
2001.05.08,229500.0,ÇÏ¶ô  500,229500.0,231000.0,226000.0,336524.0
2001.05.09,225000.0,"ÇÏ¶ô  4,500",228000.0,229000.0,224500.0,413921.0
2001.05.10,225000.0,º¸ÇÕ0,225000.0,228000.0,222000.0,492487.0
2001.05.11,220500.0,"ÇÏ¶ô  4,500",223000.0,223500.0,220000.0,554183.0
2001.05.14,221500.0,"»ó½Â  1,000",221000.0,223000.0,220000.0,286202.0
2001.05.15,217000.0,"ÇÏ¶ô  4,500",220500.0,222500.0,214500.0,528436.0
2001.05.16,210500.0,"ÇÏ¶ô  6,500",215000.0,218500.0,210000.0,517916.0
2001.05.17,221500.0,"»ó½Â  11,000",220000.0,221500.0,217000.0,482133.0
2001.05.18,220500.0,"ÇÏ¶ô  1,000",219000.0,221000.0,217000.0,378388.0
2001.05.21,229000.0,"»ó½Â  8,500",225000.0,231000.0,221500.0,563256.0
2001.05.22,231000.0,"»ó½Â  2,000",236000.0,239000.0,231000.0,976665.0
2001.05.23,235000.0,"»ó½Â  4,000",230000.0,238000.0,229000.0,437809.0
2001.05.24,226500.0,"ÇÏ¶ô  8,500",228000.0,230000.0,225500.0,605529.0
2001.05.25,222000.0,"ÇÏ¶ô  4,500",227500.0,232500.0,221500.0,673974.0
2001.05.28,222500.0,»ó½Â  500,221000.0,224000.0,219000.0,369666.0
2001.05.29,232000.0,"»ó½Â  9,500",221500.0,232000.0,221500.0,485640.0
2001.05.30,223500.0,"ÇÏ¶ô  8,500",225000.0,226500.0,222500.0,636313.0
2001.05.31,212000.0,"ÇÏ¶ô  11,500",216000.0,217000.0,209500.0,1271938.0
2001.06.01,212000.0,º¸ÇÕ0,215000.0,215000.0,210500.0,586304.0
2001.06.04,212000.0,º¸ÇÕ0,213000.0,215500.0,211500.0,399194.0
2001.06.05,203000.0,"ÇÏ¶ô  9,000",207000.0,212000.0,202000.0,1030410.0
2001.06.07,214000.0,"»ó½Â  11,000",204000.0,215500.0,204000.0,799372.0
2001.06.08,223500.0,"»ó½Â  9,500",221000.0,225500.0,220000.0,854889.0
2001.06.11,214000.0,"ÇÏ¶ô  9,500",216500.0,219000.0,214000.0,493626.0
2001.06.12,211000.0,"ÇÏ¶ô  3,000",211000.0,215000.0,210500.0,483939.0
2001.06.13,214000.0,"»ó½Â  3,000",215000.0,215500.0,210000.0,472921.0
2001.06.14,211500.0,"ÇÏ¶ô  2,500",213500.0,215500.0,210000.0,556866.0
2001.06.15,209500.0,"ÇÏ¶ô  2,000",209500.0,210000.0,206000.0,817467.0
2001.06.18,205000.0,"ÇÏ¶ô  4,500",209000.0,209000.0,204000.0,681948.0
2001.06.19,205500.0,»ó½Â  500,205000.0,208500.0,204000.0,625581.0
2001.06.20,200000.0,"ÇÏ¶ô  5,500",203000.0,203500.0,199500.0,770358.0
2001.06.21,198000.0,"ÇÏ¶ô  2,000",200000.0,202000.0,196000.0,816100.0
2001.06.22,193500.0,"ÇÏ¶ô  4,500",197000.0,197000.0,191000.0,893742.0
2001.06.25,193500.0,º¸ÇÕ0,192000.0,196500.0,190000.0,518554.0
2001.06.26,189000.0,"ÇÏ¶ô  4,500",193500.0,195000.0,189000.0,670094.0
2001.06.27,186000.0,"ÇÏ¶ô  3,000",189500.0,190000.0,185000.0,819708.0
2001.06.28,187500.0,"»ó½Â  1,500",185000.0,189500.0,184500.0,540822.0
2001.06.29,192000.0,"»ó½Â  4,500",192000.0,192500.0,190000.0,613537.0
2001.07.02,193000.0,"»ó½Â  1,000",192000.0,194000.0,190500.0,465694.0
2001.07.03,194500.0,"»ó½Â  1,500",195000.0,195500.0,193500.0,406148.0
2001.07.04,197000.0,"»ó½Â  2,500",192000.0,197000.0,192000.0,274111.0
2001.07.05,193000.0,"ÇÏ¶ô  4,000",197000.0,197500.0,193000.0,311035.0
2001.07.06,183500.0,"ÇÏ¶ô  9,500",187000.0,188500.0,182500.0,760498.0
2001.07.09,171000.0,"ÇÏ¶ô  12,500",175000.0,177000.0,169500.0,1632709.0
2001.07.10,170000.0,"ÇÏ¶ô  1,000",172000.0,174500.0,169500.0,653353.0
2001.07.11,169000.0,"ÇÏ¶ô  1,000",164000.0,170500.0,164000.0,759411.0
2001.07.12,176000.0,"»ó½Â  7,000",174000.0,178000.0,173000.0,1327393.0
2001.07.13,170000.0,"ÇÏ¶ô  6,000",182000.0,182000.0,168000.0,931217.0
2001.07.16,167000.0,"ÇÏ¶ô  3,000",168500.0,169500.0,163000.0,558267.0
2001.07.18,167500.0,»ó½Â  500,168000.0,171000.0,166500.0,668626.0
2001.07.19,177000.0,"»ó½Â  9,500",166500.0,177000.0,165500.0,746507.0
2001.07.20,176000.0,"ÇÏ¶ô  1,000",176000.0,180000.0,173500.0,592597.0
2001.07.23,173000.0,"ÇÏ¶ô  3,000",175000.0,175000.0,171500.0,425554.0
2001.07.24,173500.0,»ó½Â  500,170000.0,175500.0,170000.0,429673.0
2001.07.25,178500.0,"»ó½Â  5,000",173000.0,179500.0,172000.0,418182.0
2001.07.26,181500.0,"»ó½Â  3,000",179500.0,182500.0,179500.0,437342.0
2001.07.27,185500.0,"»ó½Â  4,000",186500.0,189500.0,184500.0,576045.0
2001.07.30,185500.0,º¸ÇÕ0,188000.0,189000.0,184500.0,401109.0
2001.07.31,189500.0,"»ó½Â  4,000",187000.0,190500.0,186000.0,444664.0
2001.08.01,198000.0,"»ó½Â  8,500",191500.0,199500.0,190500.0,1157583.0
2001.08.02,195500.0,"ÇÏ¶ô  2,500",201000.0,202000.0,194000.0,635840.0
2001.08.03,199500.0,"»ó½Â  4,000",200000.0,201000.0,197500.0,655941.0
2001.08.06,199000.0,ÇÏ¶ô  500,196500.0,200000.0,195000.0,322611.0
2001.08.07,193000.0,"ÇÏ¶ô  6,000",194000.0,195000.0,190500.0,441781.0
2001.08.08,190000.0,"ÇÏ¶ô  3,000",191000.0,192000.0,187000.0,268180.0
2001.08.09,183000.0,"ÇÏ¶ô  7,000",184500.0,186500.0,183000.0,583411.0
2001.08.10,186500.0,"»ó½Â  3,500",185500.0,189000.0,185500.0,231661.0
2001.08.13,191500.0,"»ó½Â  5,000",188500.0,191500.0,187500.0,372898.0
2001.08.14,197500.0,"»ó½Â  6,000",195000.0,198000.0,193500.0,424405.0
2001.08.16,195000.0,"ÇÏ¶ô  2,500",192000.0,195000.0,191000.0,366645.0
2001.08.17,196000.0,"»ó½Â  1,000",195000.0,198000.0,193500.0,354953.0
2001.08.20,190000.0,"ÇÏ¶ô  6,000",190000.0,191500.0,189000.0,188771.0
2001.08.21,186000.0,"ÇÏ¶ô  4,000",191000.0,192500.0,185000.0,434725.0
2001.08.22,192500.0,"»ó½Â  6,500",181500.0,192500.0,181500.0,435449.0
2001.08.23,192500.0,º¸ÇÕ0,193500.0,195500.0,190000.0,298954.0
2001.08.24,192000.0,ÇÏ¶ô  500,192000.0,194000.0,189000.0,150355.0
2001.08.27,199000.0,"»ó½Â  7,000",198000.0,201000.0,196000.0,759108.0
2001.08.28,197000.0,"ÇÏ¶ô  2,000",200000.0,200000.0,196500.0,410733.0
